Neural_Delay_tau,Predictive_Horizon_Tpred,Stable,Control_Effort,Total_Free_Energy
0.3157894736842105,0.3368421052631579,1,0.42122634977790085,0.005700057879008569
0.3157894736842105,0.35789473684210527,1,0.39717237551481227,0.005971864712287638
0.3157894736842105,0.37894736842105264,1,0.3781717636642328,0.006276776529310435
0.3157894736842105,0.4,1,0.3563739264849494,0.006795196408128637
0.3368421052631579,0.0,0,inf,inf
0.3368421052631579,0.021052631578947368,0,inf,inf
0.3368421052631579,0.042105263157894736,0,inf,inf
0.3368421052631579,0.06315789473684211,0,inf,inf
0.3368421052631579,0.08421052631578947,0,inf,inf
0.3368421052631579,0.10526315789473684,1,24.070527222300296,2.502247659377587
0.3368421052631579,0.12631578947368421,1,9.513838194271651,0.2964685936141007
0.3368421052631579,0.14736842105263157,1,3.002143987204267,0.021917502245781803
0.3368421052631579,0.16842105263157894,1,1.052371682537353,0.005117807154826058
0.3368421052631579,0.18947368421052632,1,0.5536718565419468,0.004393413747132849
0.3368421052631579,0.21052631578947367,1,0.49865820619990425,0.00454138477656861
0.3368421052631579,0.23157894736842105,1,0.49426625221517295,0.00469084194106129
0.3368421052631579,0.25263157894736843,1,0.48632578304585256,0.00485567070647929
0.3368421052631579,0.2736842105263158,1,0.4758645169192746,0.005037673651220034
0.3368421052631579,0.29473684210526313,1,0.4638051475050471,0.005240063076636162
0.3368421052631579,0.3157894736842105,1,0.45093564192436764,0.005465613398658363
0.3368421052631579,0.3368421052631579,1,0.43789088666993875,0.00571647402234145
0.3368421052631579,0.35789473684210527,1,0.40938071036402096,0.005982420682469921
0.3368421052631579,0.37894736842105264,1,0.38731205087200454,0.006283740707914334
0.3368421052631579,0.4,1,0.3625076163230288,0.0067990835226173
0.35789473684210527,0.0,0,inf,inf
0.35789473684210527,0.021052631578947368,0,inf,inf
0.35789473684210527,0.042105263157894736,0,inf,inf
0.35789473684210527,0.06315789473684211,0,inf,inf
0.35789473684210527,0.08421052631578947,0,inf,inf
0.35789473684210527,0.10526315789473684,0,inf,inf
0.35789473684210527,0.12631578947368421,1,19.174918874889173,1.5559863032246875
0.35789473684210527,0.14736842105263157,1,7.091890588412151,0.1615017615318558
0.35789473684210527,0.16842105263157894,1,2.2646206583770865,0.013365161241713292
0.35789473684210527,0.18947368421052632,1,0.8298344461079022,0.004712236548920664
0.35789473684210527,0.21052631578947367,1,0.4954779763808345,0.0045387053954392175
0.35789473684210527,0.23157894736842105,1,0.4893054656922246,0.004688089577300195
0.35789473684210527,0.25263157894736843,1,0.4825745797937156,0.004855214713234349
0.35789473684210527,0.2736842105263158,1,0.47309816369965285,0.0050387580879652635
0.35789473684210527,0.29473684210526313,1,0.4618246375453376,0.005241911101827196
0.35789473684210527,0.3157894736842105,1,0.44956618512574104,0.005467706626470368
0.35789473684210527,0.3368421052631579,1,0.43698365986349275,0.005718514593148382
0.35789473684210527,0.35789473684210527,1,0.4245803203245224,0.005996210393908352
0.35789473684210527,0.37894736842105264,1,0.39847009633853553,0.006292656841130542
0.35789473684210527,0.4,1,0.36981595351578245,0.006803946010247766
0.37894736842105264,0.0,0,inf,inf
0.37894736842105264,0.021052631578947368,0,inf,inf
0.37894736842105264,0.042105263157894736,0,inf,inf
0.37894736842105264,0.06315789473684211,0,inf,inf
0.37894736842105264,0.08421052631578947,0,inf,inf
0.37894736842105264,0.10526315789473684,0,inf,inf
0.37894736842105264,0.12631578947368421,0,inf,inf
0.37894736842105264,0.14736842105263157,1,14.862789123171735,0.9071109980017609
0.37894736842105264,0.16842105263157894,1,5.060569210468624,0.08027178530539722
0.37894736842105264,0.18947368421052632,1,1.667682886148881,0.008499913552717038
0.37894736842105264,0.21052631578947367,1,0.5547668866525,0.004560173548269076
0.37894736842105264,0.23157894736842105,1,0.4886075223557449,0.004689108165021334
0.37894736842105264,0.25263157894736843,1,0.4788074259119375,0.0048567145540890765
0.37894736842105264,0.2736842105263158,1,0.47032125458454566,0.0050411694862742065
0.37894736842105264,0.29473684210526313,1,0.45983258377529945,0.005244697215077341
0.37894736842105264,0.3157894736842105,1,0.4481844516730764,0.0054704661106833976
0.37894736842105264,0.3368421052631579,1,0.436063707504755,0.005721027936243702
