k_c,k_s,g_a,eval1_real,eval1_imag,eval2_real,eval2_imag
10.0,10.0,1.6161616161616161,-10.0,-1.616161616161616,-10.0,1.616161616161616
10.0,10.0,1.7171717171717171,-10.0,-1.717171717171717,-10.0,1.717171717171717
10.0,10.0,1.8181818181818181,-10.0,-1.818181818181818,-10.0,1.818181818181818
10.0,10.0,1.9191919191919191,-10.0,-1.9191919191919191,-10.0,1.9191919191919191
10.0,10.0,2.0202020202020203,-10.0,-2.0202020202020203,-10.0,2.0202020202020203
10.0,10.0,2.121212121212121,-10.0,-2.121212121212121,-10.0,2.121212121212121
10.0,10.0,2.2222222222222223,-10.0,-2.2222222222222223,-10.0,2.2222222222222223
10.0,10.0,2.323232323232323,-10.0,-2.3232323232323235,-10.0,2.3232323232323235
10.0,10.0,2.4242424242424243,-10.0,-2.4242424242424243,-10.0,2.4242424242424243
10.0,10.0,2.525252525252525,-10.0,-2.525252525252525,-10.0,2.525252525252525
10.0,10.0,2.6262626262626263,-10.0,-2.626262626262626,-10.0,2.626262626262626
10.0,10.0,2.727272727272727,-10.0,-2.7272727272727275,-10.0,2.7272727272727275
10.0,10.0,2.8282828282828283,-10.0,-2.8282828282828283,-10.0,2.8282828282828283
10.0,10.0,2.929292929292929,-10.0,-2.929292929292929,-10.0,2.929292929292929
10.0,10.0,3.0303030303030303,-10.0,-3.0303030303030303,-10.0,3.0303030303030303
10.0,10.0,3.131313131313131,-10.0,-3.131313131313131,-10.0,3.131313131313131
10.0,10.0,3.2323232323232323,-10.0,-3.232323232323232,-10.0,3.232323232323232
10.0,10.0,3.3333333333333335,-10.0,-3.3333333333333335,-10.0,3.3333333333333335
10.0,10.0,3.4343434343434343,-10.0,-3.4343434343434347,-10.0,3.4343434343434347
10.0,10.0,3.5353535353535355,-10.0,-3.535353535353536,-10.0,3.535353535353536
10.0,10.0,3.6363636363636362,-10.0,-3.6363636363636367,-10.0,3.6363636363636367
10.0,10.0,3.7373737373737375,-10.0,-3.7373737373737375,-10.0,3.7373737373737375
10.0,10.0,3.8383838383838382,-10.0,-3.8383838383838382,-10.0,3.8383838383838382
10.0,10.0,3.9393939393939394,-10.0,-3.9393939393939394,-10.0,3.9393939393939394
10.0,10.0,4.040404040404041,-10.0,-4.040404040404041,-10.0,4.040404040404041
10.0,10.0,4.141414141414141,-10.0,-4.141414141414141,-10.0,4.141414141414141
10.0,10.0,4.242424242424242,-10.0,-4.242424242424243,-10.0,4.242424242424243
10.0,10.0,4.343434343434343,-10.0,-4.343434343434344,-10.0,4.343434343434344
10.0,10.0,4.444444444444445,-10.0,-4.444444444444445,-10.0,4.444444444444445
10.0,10.0,4.545454545454545,-10.0,-4.545454545454546,-10.0,4.545454545454546
10.0,10.0,4.646464646464646,-10.0,-4.646464646464647,-10.0,4.646464646464647
10.0,10.0,4.747474747474747,-10.0,-4.747474747474747,-10.0,4.747474747474747
10.0,10.0,4.848484848484849,-10.0,-4.848484848484849,-10.0,4.848484848484849
10.0,10.0,4.94949494949495,-10.0,-4.949494949494949,-10.0,4.949494949494949
10.0,10.0,5.05050505050505,-10.0,-5.050505050505051,-10.0,5.050505050505051
10.0,10.0,5.151515151515151,-10.0,-5.151515151515152,-10.0,5.151515151515152
10.0,10.0,5.252525252525253,-10.0,-5.252525252525253,-10.0,5.252525252525253
10.0,10.0,5.353535353535354,-10.0,-5.353535353535353,-10.0,5.353535353535353
10.0,10.0,5.454545454545454,-10.0,-5.454545454545454,-10.0,5.454545454545454
10.0,10.0,5.555555555555555,-10.0,-5.555555555555556,-10.0,5.555555555555556
10.0,10.0,5.656565656565657,-10.0,-5.6565656565656575,-10.0,5.6565656565656575
10.0,10.0,5.757575757575758,-10.0,-5.757575757575757,-10.0,5.757575757575757
10.0,10.0,5.858585858585858,-10.0,-5.858585858585857,-10.0,5.858585858585857
10.0,10.0,5.959595959595959,-10.0,-5.95959595959596,-10.0,5.95959595959596
10.0,10.0,6.0606060606060606,-10.0,-6.060606060606061,-10.0,6.060606060606061
10.0,10.0,6.161616161616162,-10.0,-6.161616161616162,-10.0,6.161616161616162
10.0,10.0,6.262626262626262,-10.0,-6.262626262626262,-10.0,6.262626262626262
10.0,10.0,6.363636363636363,-10.0,-6.363636363636363,-10.0,6.363636363636363
10.0,10.0,6.4646464646464645,-10.0,-6.464646464646464,-10.0,6.464646464646464
10.0,10.0,6.565656565656566,-10.0,-6.565656565656565,-10.0,6.565656565656565
10.0,10.0,6.666666666666667,-10.0,-6.666666666666666,-10.0,6.666666666666666
10.0,10.0,6.767676767676767,-10.0,-6.767676767676767,-10.0,6.767676767676767
10.0,10.0,6.8686868686868685,-10.0,-6.868686868686868,-10.0,6.868686868686868
10.0,10.0,6.96969696969697,-10.0,-6.96969696969697,-10.0,6.96969696969697
10.0,10.0,7.070707070707071,-10.0,-7.070707070707072,-10.0,7.070707070707072
10.0,10.0,7.171717171717171,-10.0,-7.171717171717171,-10.0,7.171717171717171
10.0,10.0,7.2727272727272725,-10.0,-7.272727272727272,-10.0,7.272727272727272
10.0,10.0,7.373737373737374,-10.0,-7.373737373737374,-10.0,7.373737373737374
10.0,10.0,7.474747474747475,-10.0,-7.474747474747475,-10.0,7.474747474747475
10.0,10.0,7.575757575757575,-10.0,-7.575757575757576,-10.0,7.575757575757576
10.0,10.0,7.6767676767676765,-10.0,-7.6767676767676765,-10.0,7.6767676767676765
10.0,10.0,7.777777777777778,-10.0,-7.777777777777777,-10.0,7.777777777777777
10.0,10.0,7.878787878787879,-10.0,-7.878787878787878,-10.0,7.878787878787878
10.0,10.0,7.979797979797979,-10.0,-7.979797979797979,-10.0,7.979797979797979
10.0,10.0,8.080808080808081,-10.0,-8.080808080808081,-10.0,8.080808080808081
10.0,10.0,8.181818181818182,-10.0,-8.181818181818182,-10.0,8.181818181818182
10.0,10.0,8.282828282828282,-10.0,-8.282828282828282,-10.0,8.282828282828282
10.0,10.0,8.383838383838384,-10.0,-8.383838383838384,-10.0,8.383838383838384
10.0,10.0,8.484848484848484,-10.0,-8.484848484848484,-10.0,8.484848484848484
10.0,10.0,8.585858585858587,-10.0,-8.585858585858588,-10.0,8.585858585858588
10.0,10.0,8.686868686868687,-10.0,-8.686868686868687,-10.0,8.686868686868687
10.0,10.0,8.787878787878787,-10.0,-8.787878787878789,-10.0,8.787878787878789
10.0,10.0,8.88888888888889,-10.0,-8.88888888888889,-10.0,8.88888888888889
10.0,10.0,8.98989898989899,-10.0,-8.98989898989899,-10.0,8.98989898989899
10.0,10.0,9.09090909090909,-10.0,-9.09090909090909,-10.0,9.09090909090909
10.0,10.0,9.191919191919192,-10.0,-9.191919191919192,-10.0,9.191919191919192
10.0,10.0,9.292929292929292,-10.0,-9.292929292929294,-10.0,9.292929292929294
10.0,10.0,9.393939393939394,-10.0,-9.393939393939394,-10.0,9.393939393939394
10.0,10.0,9.494949494949495,-10.0,-9.494949494949495,-10.0,9.494949494949495
10.0,10.0,9.595959595959595,-10.0,-9.595959595959597,-10.0,9.595959595959597
10.0,10.0,9.696969696969697,-10.0,-9.696969696969697,-10.0,9.696969696969697
10.0,10.0,9.797979797979798,-10.0,-9.7979797979798,-10.0,9.7979797979798
10.0,10.0,9.8989898989899,-10.0,-9.8989898989899,-10.0,9.8989898989899
10.0,10.0,10.0,-10.0,-10.000000000000002,-10.0,10.000000000000002
