chi_kappa,L,P_counter,S_proprio,Deficit,Deficit_Ratio,Is_Deficit
0.05,0.5384615384615385,0.218142795953742,0.1143170240493818,0.10382577190436021,1.9082266859878223,True
0.05,0.5487179487179488,0.22653214248293804,0.11540062196181498,0.11113152052112306,1.9630062527556869,True
0.05,0.558974358974359,0.23507977856928877,0.11647413923631518,0.11860563933297359,2.018300200461957,True
0.05,0.5692307692307692,0.243785704212794,0.11753785208394499,0.126247852128849,2.07410378776263,True
0.05,0.5794871794871794,0.25264991941345405,0.11859202432783635,0.13405789508561772,2.130412402060255,True
0.05,0.5897435897435898,0.2616724241712687,0.11963690816734161,0.14203551600392705,2.1872215537805064,True
0.05,0.6,0.2708532184862377,0.12067274488262761,0.15018047360361012,2.2445268709987762,True
0.06,0.2,0.04333651495779809,0.06967044174183609,-0.026333926784038002,0.6220215327237568,False
0.06,0.21025641025641026,0.04789525420385176,0.0714345295649756,-0.023539275361123844,0.6704776316933265,False
0.06,0.22051282051282053,0.052681930412208165,0.07315609049037662,-0.020474160078168456,0.7201304779830772,False
0.06,0.23076923076923078,0.05769654358286726,0.0748380594183399,-0.017141515835472645,0.7709518930781906,False
0.06,0.24102564102564103,0.06293909371582901,0.07648304844323199,-0.013543954727402982,0.8229156002136119,False
0.06,0.2512820512820513,0.06840958081109345,0.07809339447633563,-0.00968381366524218,0.8759970195920138,False
0.06,0.26153846153846155,0.07410800486866058,0.07967119819924494,-0.0055631933305843595,0.9301730932090201,False
0.06,0.27179487179487183,0.08003436588853044,0.08121835620209368,-0.0011839903135632407,0.9854221339986597,False
0.06,0.28205128205128205,0.08618866387070294,0.08273658770965217,0.0034520761610507683,1.041723695122225,True
0.06,0.2923076923076923,0.09257089881517809,0.08422745696923163,0.008343441845946459,1.0990584560684804,True
0.06,0.3025641025641026,0.09918107072195603,0.08569239213121876,0.013488678590737269,1.1574081228830952,True
0.06,0.3128205128205128,0.10601917959103649,0.08713270127132157,0.01888647831971492,1.2167553403503986,True
0.06,0.3230769230769231,0.11308522542241985,0.08854958606624969,0.02453563935617016,1.2770836143470332,True
0.06,0.33333333333333337,0.12037920821610572,0.08994415352968174,0.030435054686423976,1.3383772429008445,True
0.06,0.3435897435897436,0.12790112797209433,0.09131742613454322,0.03658370183755111,1.4006212547389392,True
0.06,0.35384615384615387,0.13565098469038572,0.09267035058477203,0.04298063410561369,1.4638013543101502,True
0.06,0.36410256410256414,0.14362877837097973,0.09400380545047822,0.04962497292050151,1.5279038724304013,True
0.06,0.37435897435897436,0.15183450901387632,0.09531860784148158,0.056515901172394745,1.592915721832434,True
0.06,0.38461538461538464,0.16026817661907566,0.09661551926323718,0.06365265735583849,1.658824357010507,True
0.06,0.3948717948717949,0.16892978118657773,0.09789525077434427,0.07103453041223345,1.7256177378407584,True
0.06,0.40512820512820513,0.17781932271638243,0.09915846754482721,0.07866085517155522,1.7932842965326636,True
0.06,0.4153846153846154,0.18693680120848985,0.10040579289814582,0.08653100831034403,1.861812907529382,True
0.06,0.4256410256410257,0.19628221666289994,0.10163781190665289,0.09464440475624705,1.931192860027046,True
0.06,0.4358974358974359,0.20585556907961275,0.1028550745993553,0.10300049448025744,2.0014138328270974,True
0.06,0.4461538461538462,0.21565685845862825,0.1040580988318821,0.11159875962674615,2.0724658712729975,True
0.06,0.4564102564102564,0.22568608479994628,0.1052473728611434,0.12043871193880289,2.1443393660543144,True
0.06,0.4666666666666667,0.2359432481035673,0.10642335766099163,0.12951989044257567,2.217025033688162,True
0.06,0.47692307692307695,0.24642834836949085,0.1075864890100339,0.13884185935945695,2.2905138985110676,True
0.06,0.48717948717948717,0.257141385597717,0.10873717937841197,0.148404206219305,2.3647972760342566,True
0.06,0.49743589743589745,0.26808235978824596,0.10987581963671417,0.1582065401515318,2.4398667575324122,True
0.06,0.5076923076923077,0.27925127094107743,0.11100278060709351,0.16824849033398392,2.5157141957508062,True
0.06,0.5179487179487179,0.2906481190562118,0.1121184144740432,0.1785297045821686,2.59233169162859,True
0.06,0.5282051282051282,0.3022729041336487,0.11322305607004315,0.18904984806360556,2.669711581947176,True
