chi_kappa,L,P_counter,Supply,Deficit
1.233877551020408,0.5071428571428571,185.2604602844113,0.30419481149356403,184.95626547291772
1.233877551020408,0.5173469387755102,192.7913828609489,0.31655920269953386,192.47482365824936
1.233877551020408,0.5275510204081633,200.47236996346652,0.3291698965191683,200.14320006694734
1.233877551020408,0.5377551020408163,208.30342339721267,0.3420268929524676,207.9613965042602
1.233877551020408,0.5479591836734693,216.28454496757905,0.35513019199943135,215.92941477557963
1.233877551020408,0.5581632653061224,224.4157364801053,0.36847979366006006,224.04725668644522
1.233877551020408,0.5683673469387754,232.69699974047666,0.3820756979343536,232.31492404254232
1.233877551020408,0.5785714285714285,241.12833655452334,0.39591790482231165,240.73241864970103
1.233877551020408,0.5887755102040816,249.70974872822376,0.41000641432393464,249.29974231389983
1.233877551020408,0.5989795918367347,258.4412380677005,0.4243412264392223,258.0168968412613
1.233877551020408,0.6091836734693877,267.32280637922264,0.4389223411681747,266.8838840380545
1.233877551020408,0.6193877551020408,276.35445546920545,0.4537497585107918,275.90070571069464
1.233877551020408,0.6295918367346939,285.5361871442114,0.4688234784670737,285.0673636657443
1.233877551020408,0.639795918367347,294.8680032109479,0.4841435010370203,294.3838597099109
1.233877551020408,0.65,304.3499054762696,0.49970982622063165,303.850195650049
1.6418367346938774,0.15,28.69191770291911,0.026611765893406417,28.665305937025703
1.6418367346938774,0.16020408163265307,32.7284884532452,0.03035556562111041,32.69813288762409
1.6418367346938774,0.1704081632653061,37.030648865323194,0.03434566796247913,36.99630319736072
1.6418367346938774,0.18061224489795918,41.598402126467654,0.03858207291751259,41.55982005355014
1.6418367346938774,0.19081632653061223,46.43175142424982,0.04306478048621078,46.388686643763606
1.6418367346938774,0.2010204081632653,51.5306999464979,0.047793790668573734,51.482906155829326
1.6418367346938774,0.21122448979591835,56.8952508812972,0.052769103464601376,56.8424817778326
1.6418367346938774,0.22142857142857142,62.52540741699002,0.057990718874293794,62.46741669811573
1.6418367346938774,0.2316326530612245,68.42118163984331,0.06345863689765094,68.35772300294566
1.6418367346938774,0.24183673469387754,74.58255974496,0.06917285753467281,74.51338688742533
1.6418367346938774,0.2520408163265306,81.00955305213944,0.07513338078535943,80.93441967135408
1.6418367346938774,0.26224489795918365,87.70216475075688,0.08134020664971078,87.62082454410717
1.6418367346938774,0.2724489795918367,94.66039803044455,0.08779333512772688,94.57260469531683
1.6418367346938774,0.28265306122448974,101.88425608109229,0.09449276621940768,101.78976331487289
1.6418367346938774,0.2928571428571428,109.3737420928456,0.10143849992475322,109.27230359292085
1.6418367346938774,0.3030612244897959,117.12885925611052,0.10863053624376352,117.02022871986675
1.6418367346938774,0.31326530612244896,125.14961076154749,0.11606887517643857,125.03354188637105
1.6418367346938774,0.32346938775510203,133.43599980007656,0.12375351672277835,133.31224628335377
1.6418367346938774,0.3336734693877551,141.98802956287346,0.13168446088278285,141.85634510199068
1.6418367346938774,0.3438775510204082,150.80570324137346,0.1398617076564521,150.665841533717
1.6418367346938774,0.3540816326530612,159.88902402726768,0.14828525704378606,159.74073877022389
1.6418367346938774,0.36428571428571427,169.23799511250613,0.1569551090447848,169.08104000346134
1.6418367346938774,0.3744897959183673,178.8526196892955,0.1658712636594482,178.68674842563604
1.6418367346938774,0.38469387755102036,188.73290095010094,0.1750337208877764,188.55786722921317
1.6418367346938774,0.39489795918367343,198.87884208764547,0.18444248072976926,198.6943996069157
1.6418367346938774,0.4051020408163265,209.29044629490986,0.19409754318542696,209.09634875172443
1.6418367346938774,0.4153061224489796,219.9677167651315,0.20399890825474937,219.76371785687675
1.6418367346938774,0.42551020408163265,230.91065669180776,0.21414657593773648,230.69651011587
1.6418367346938774,0.4357142857142857,242.1192692686921,0.22454054623438838,241.89472872245773
1.6418367346938774,0.4459183673469388,253.59355768979827,0.235180819144705,253.35837687065356
1.6418367346938774,0.45612244897959175,265.3335251493941,0.24606739466868624,265.08745775472545
1.6418367346938774,0.4663265306122448,277.3391748420104,0.2572002728063323,277.081974569204
1.6418367346938774,0.4765306122448979,289.6105099624335,0.2685794535576432,289.34193050887586
1.6418367346938774,0.486734693877551,302.14753370570753,0.28020493692261866,301.8673287687849
1.6418367346938774,0.49693877551020404,314.95024926713467,0.29207672290125897,314.6581725442334
1.6418367346938774,0.5071428571428571,328.01865984227777,0.30419481149356403,327.7144650307842
